bodyId_pre,type_pre,instance_pre,bodyId_post,type_post,instance_post,roi,weight
425790257,APL,APL_R,5813087453,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,5812980618,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,332685751,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,455793621,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,754884149,KCg-d,KCg-d_R,SCL(R),8
425790257,APL,APL_R,767502667,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,693133603,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,394060620,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,5813021865,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,723158245,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,1451341240,KCab-c,KCab-c_R,bL(R),8
425790257,APL,APL_R,1232654731,KCg-m,KCg-m_R,CA(R),8
425790257,APL,APL_R,972128731,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5812979128,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5813110152,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,549917317,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,599674785,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,5812983003,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,1233703950,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,5813056311,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5813021792,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,5813054643,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,570643102,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,722467714,KCg-d,KCg-d_R,PED(R),8
425790257,APL,APL_R,487501700,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,784844112,KCab-c,KCab-c_R,bL(R),8
425790257,APL,APL_R,5812981327,KCa'b'-ap2,KCa'b'-ap2_R,CA(R),8
425790257,APL,APL_R,487501700,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,5812980590,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,5813062830,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,5812982871,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,332689776,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,722471778,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,1293524890,NA,KCa'B'_L?,b'L(R),8
425790257,APL,APL_R,674056882,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812983346,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,5813032694,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,600702348,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5813056299,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,549576117,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,754163207,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,1172730733,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5813062631,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,1173016042,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,5812980593,KCab-m,KCab-m_R,aL(R),8
425790257,APL,APL_R,5813055889,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,509264220,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,549916869,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,5813110928,KCab-s,KCab-s_R,bL(R),8
425790257,APL,APL_R,570647366,NA,KC part due to gap,CA(R),8
425790257,APL,APL_R,693785371,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,549916869,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,736126717,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,5813042616,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,910386568,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,1450011431,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,600667501,KCab-s,KCab-s_R,bL(R),8
425790257,APL,APL_R,910063307,KCab-s,KCab-s_R,bL(R),8
425790257,APL,APL_R,5813032245,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,971459227,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812980594,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,1036563762,KCa'b'-ap1,KCa'b'-ap1_R,CA(R),8
425790257,APL,APL_R,1235150293,KCg-d,KCg-d_R,PED(R),8
425790257,APL,APL_R,5813083719,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,5813056234,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,849685478,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,5812983012,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,891301315,KCab-m,KCab-m_R,aL(R),8
425790257,APL,APL_R,5812983131,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,735785741,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,507243409,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,860266309,KCab-m,KCab-m_R,aL(R),8
425790257,APL,APL_R,5813041206,KCg-m,KCg-m_R,PED(R),8
425790257,APL,APL_R,756585129,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812980965,KCab-c,KCab-c_R,bL(R),8
425790257,APL,APL_R,891301236,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,5812983107,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,940079513,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,849685478,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,754197850,KCab-s,KCab-s_R,CA(R),8
425790257,APL,APL_R,5813022239,KCg-d,KCg-d_R,CA(R),8
425790257,APL,APL_R,394414724,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,940070913,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,550599514,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,704742082,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,394414724,KCab-m,KCab-m_R,aL(R),8
425790257,APL,APL_R,704409742,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,5813110928,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,1203709763,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,5812980806,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,704750475,KCab-s,KCab-s_R,bL(R),8
425790257,APL,APL_R,5812983206,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812983166,KCab-c,KCab-c_R,bL(R),8
425790257,APL,APL_R,394755376,KCab-m,KCab-m_R,aL(R),8
425790257,APL,APL_R,723508086,KCg-d,KCg-d_R,PED(R),8
425790257,APL,APL_R,1203779116,KCg-d,KCg-d_R,PLP(R),8
425790257,APL,APL_R,860266346,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,704750766,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,922677121,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,5813090997,KCg-d,KCg-d_R,SCL(R),8
425790257,APL,APL_R,301314150,KCab-c,KCab-c_R,aL(R),8
425790257,APL,APL_R,5901207528,KCab-c,KCab-c_R,CA(R),8
425790257,APL,APL_R,5812980448,KCab-c,KCab-c_R,bL(R),8
425790257,APL,APL_R,704750673,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,5812980940,KCab-p,KCab-p_R,SLP(R),8
425790257,APL,APL_R,331999213,KCab-s,KCab-s_R,bL(R),8
425790257,APL,APL_R,579587796,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,5812980811,KCab-s,KCab-s_R,PED(R),8
425790257,APL,APL_R,5813057227,KCa'b'-m,KCa'b'-m_R,CA(R),8
425790257,APL,APL_R,736463614,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812983206,KCab-m,KCab-m_R,bL(R),8
425790257,APL,APL_R,673715784,KCab-m,KCab-m_R,CA(R),8
425790257,APL,APL_R,5812983106,KCab-m,KCab-m_R,PED(R),8
425790257,APL,APL_R,766820559,KCab-m,KCab-m_R,aL(R),8
