bodyId_post,KC_type,KC_subtype,n_claws
300968622,KCab,KCab-m,5
332349327,KCab,KCab-c,4
332685751,KCab,KCab-c,5
331999213,KCab,KCab-s,6
332008082,KCab,KCab-m,6
332340127,KCab,KCab-s,7
332685755,KCab,KCab-c,5
333035349,KCab,KCab-s,4
333031114,KCab,KCab-m,4
333030976,KCab,KCab-m,6
333039671,KCab,KCab-m,4
354775482,KCg,KCg-m,8
362689128,KCab,KCab-s,6
354779890,KCg,KCg-m,10
362693077,KCab,KCab-m,5
362693473,KCab,KCab-m,6
362697657,KCab,KCab-s,8
362701764,KCab,KCab-s,6
301314154,KCab,KCab-c,3
332003730,KCab,KCab-c,1
332007728,KCab,KCab-m,3
332003899,KCab,KCab-c,1
362701875,KCab,KCab-s,5
362701895,KCab,KCab-m,4
362701969,KCab,KCab-s,6
363030040,KCab,KCab-s,4
363034407,KCab,KCab-m,4
363030024,KCab,KCab-m,6
363034174,KCab,KCab-m,5
363034211,KCab,KCab-m,7
363034501,KCab,KCab-c,3
332344592,KCab,KCab-c,5
363038752,KCab,KCab-c,3
332690153,KCab,KCab-c,6
332344760,KCab,KCab-c,5
332349228,KCab,KCab-c,5
332685594,KCab,KCab-c,6
363042781,KCab,KCab-m,5
332689776,KCab,KCab-m,4
363038831,KCab,KCab-m,6
363047222,KCab,KCab-s,6
363370708,KCab,KCab-c,4
363370913,KCab,KCab-m,2
363375247,KCab,KCab-c,4
363375408,KCab,KCab-c,7
332353438,KCab,KCab-s,6
301314208,KCab,KCab-c,3
363375475,KCab,KCab-c,3
332344539,KCab,KCab-c,2
332353106,KCab,KCab-m,7
363384083,KCab,KCab-m,6
332353566,KCab,KCab-m,5
332008063,KCab,KCab-m,5
363384138,KCab,KCab-m,4
363384090,KCab,KCab-m,4
363387921,KCab,KCab-m,6
363716362,KCab,KCab-m,8
363724985,KCab,KCab-c,4
363716303,KCab,KCab-m,5
363716151,KCab,KCab-c,4
332003629,KCab,KCab-m,3
363724996,KCab,KCab-c,4
301309622,KCab,KCab-c,4
301318641,KCab,KCab-c,5
363725201,KCab,KCab-m,4
363725228,KCab,KCab-m,6
332344670,KCab,KCab-c,6
363729312,KCab,KCab-m,5
363729314,KCab,KCab-m,7
332340236,KCab,KCab-m,4
331662668,KCab,KCab-m,5
363733406,KCab,KCab-s,4
364061776,KCab,KCab-m,5
331662717,KCab,KCab-s,6
364070309,KCab,KCab-c,2
364407023,KCab,KCab-m,4
364411143,KCab,KCab-s,8
385132611,KCg,KCg-m,9
385158577,KCg,KCg-m,11
393387426,KCab,KCab-s,5
393736822,KCab,KCab-m,8
394060556,KCab,KCab-s,6
394064790,KCab,KCab-m,6
394073547,KCab,KCab-m,6
394077610,KCab,KCab-m,2
332353336,KCab,KCab-m,7
394069210,KCab,KCab-m,6
394060620,KCab,KCab-s,6
331999156,KCab,KCab-c,6
394081878,KCab,KCab-s,4
394397189,KCab,KCab-s,5
394414783,KCab,KCab-m,2
394418743,KCab,KCab-m,5
394755376,KCab,KCab-m,5
394401778,KCab,KCab-m,6
394414724,KCab,KCab-m,8
394759626,KCab,KCab-c,5
394427392,KCab,KCab-s,5
394755645,KCab,KCab-c,4
394755782,KCab,KCab-c,5
394755632,KCab,KCab-c,2
395105113,KCab,KCab-m,4
415494049,KCg,KCg-m,11
415826533,KC part due to gap,KC part due to gap,7
415511327,KCg,KCg-m,9
394768379,KCab,KCab-s,7
394764082,KCab,KCab-m,5
415848195,KCg,KCg-m,8
394755742,KCab,KCab-c,2
415835070,KCg,KCg-m,8
415848228,KCg,KCg-m,10
415835178,KCg,KCg-m,9
394759837,KCab,KCab-m,4
415852518,KCg,KCg-m,9
416189500,KCg,KCg-m,12
415908516,KCg,KCg-m,10
416189410,KCg,KCg-m,8
416508862,KCg,KCg-m,10
416837168,KCg,KCg-m,10
425086839,KCab,KCab-p,2
425104113,KCab,KCab-m,5
425104216,KCab,KCab-m,5
425445301,KCab,KCab-c,8
425436170,KCab,KCab-m,7
424754530,KCab,KCab-s,5
425112506,KCab,KCab-s,5
425768768,KCab,KCab-s,7
426139965,KCab,KCab-s,6
425431837,KCab,KCab-s,6
426464004,KCab,KCab-s,5
446826981,KCg,KCg-m,8
425768822,KCab,KCab-s,6
426477089,KCab,KCab-s,4
426818061,KCab,KCab-p,0
446848967,KCg,KCg-m,11
446883390,KCg,KCg-m,11
446533552,KCg,KCg-m,9
447224575,KCg,KCg-m,8
447219992,KCg,KCg-m,11
455793621,KCab,KCab-s,7
363371001,KCab,KCab-m,1
363029976,KCab,KCab-m,6
455793827,KCab,KCab-s,4
456121649,KCab,KCab-s,6
456134692,KCab,KCab-s,5
456458549,KCab,KCab-s,5
456462919,KCab,KCab-p,3
332344908,KCab,KCab-m,4
477896729,KC part due to gap,KC part due to gap,6
456808311,KCab,KCab-s,5
476545134,KCab,KCab-m,5
478250482,KCg,KCg-m,8
478660968,KCg,KCg-m,9
477909602,KCg,KCg-m,9
478250407,KCg,KCg-m,9
477900945,KCg,KCg-m,10
486837442,KCa'b',KCa'b'-m,7
487489028,KCa'b',KCa'b'-ap2,3
487489064,KCa'b',KCa'b'-ap2,4
487160828,KCa'b',KCa'b'-m,5
487493197,KCa'b',KCa'b'-ap2,5
487501700,KCab,KCab-s,6
487834179,KCa'b',KCa'b'-ap1,3
487834111,KCa'b',KCa'b'-ap1,2
487834131,KCa'b',KCa'b'-ap1,5
488179585,KCab,KCab-s,5
488179878,KCa'b',KCa'b'-ap1,4
488184014,KCab,KCab-s,7
488188560,KCab,KCab-s,6
488533722,KCab,KCab-s,5
488205572,KCab,KCab-s,6
507260559,KCab,KCab-m,6
507592981,KCab,KCab-m,5
507243409,KCab,KCab-c,7
508292573,KCab,KCab-c,5
508599181,KCg,KCg-m,10
508599211,KCg,KCg-m,11
508599194,KCg,KCg-m,9
364070517,KCab,KCab-m,5
508599271,KCg,KCg-m,10
508616471,KCg,KCg-m,9
508918609,KCa'b',KCa'b'-m,6
508599276,KCg,KCg-m,8
508935964,KCg,KCg-m,10
508940291,KCg,KCg-m,9
508940292,KC part due to gap,KC part due to gap,5
508949033,KCg,KCg-m,8
509013752,KCg,KCg-m,9
509264220,KCg,KCg-m,12
509695478,KCg,KCg-m,7
517510393,KCa'b',KCa'b'-ap2,6
517847127,KCa'b',KCa'b'-ap2,5
517858947,KCab,KCab-p,2
517850316,KCa'b',KCa'b'-ap2,4
518187118,KCa'b',KCa'b'-ap2,4
517871837,KCa'b',KCa'b'-m,5
518191547,KCa'b',KCa'b'-ap2,6
518195738,KCab,KCab-p,4
518212987,KCa'b',KCa'b'-m,5
518864844,KCa'b',KCa'b'-ap1,4
518528152,KCa'b',KCa'b'-ap2,3
518532490,KCa'b',KCa'b'-m,4
518869381,KCa'b',KCa'b'-ap1,2
518864924,KCa'b',KCa'b'-ap1,3
518873469,KCab,KCab-s,6
518869459,KCa'b',KCa'b'-ap1,5
455793743,KCab,KCab-s,5
518873604,KCab,KCab-s,5
519206240,KCa'b',KCa'b'-ap1,2
518882016,KCab,KCab-s,6
519210172,KCa'b',KCa'b'-ap1,3
456462835,KCab,KCab-p,4
519214622,KCa'b',KCa'b'-ap1,3
519214895,KCa'b',KCa'b'-ap1,4
519223027,KCab,KCab-s,5
519218919,KCab,KCab-s,6
519223428,KCab,KCab-m,5
519564501,KCab,KCab-s,5
519232054,KCab,KCab-s,6
519573099,KCab,KCab-s,5
301314150,KCab,KCab-c,7
393383025,KCab,KCab-s,6
519905418,KCab,KCab-s,6
519900699,KCab,KCab-s,4
457507485,KCab,KCab-s,6
477900959,KCg,KCg-m,9
537945877,KCab,KCab-c,5
538602138,KCg,KCg-m,9
538282782,KCab,KCab-m,5
538308362,KCab,KCab-m,6
486815976,KCa'b',KCa'b'-ap2,4
539586554,KC part due to gap,KC part due to gap,1
539949536,KCg,KCg-m,8
539249493,KCab,KCab-m,6
538951958,KCg,KCg-m,11
477909698,KCg,KCg-m,10
538908474,KCab,KCab-m,3
477909679,KCg,KCg-m,8
539975118,KCg,KCg-m,9
539975122,KC(incomplete?),KC(incomplete?),7
540730657,KCg,KCg-m,8
548549000,KCa'b',KCa'b'-m,6
540730639,KCg,KCg-m,8
540389646,KCg,KCg-m,7
540389734,KCg,KCg-m,10
548549395,KCa'b',KCa'b'-m,5
487847296,KCab,KCab-s,6
548552875,KCa'b',KCa'b'-m,4
548553494,KCa'b',KCa'b'-m,4
548553386,KCa'b',KCa'b'-m,5
477262101,KCab,KCab-c,5
548552915,KCa'b',KCa'b'-m,6
548885313,KCa'b',KCa'b'-ap2,5
456820863,KCab,KCab-m,5
548885407,KCa'b',KCa'b'-ap2,4
548889938,KCa'b',KCa'b'-m,5
548898403,KCa'b',KCa'b'-m,8
548894251,KCa'b',KCa'b'-m,5
549222167,KCa'b',KCa'b'-ap2,5
548898520,KCa'b',KCa'b'-m,5
549226277,KCa'b',KCa'b'-ap2,4
549230949,KCa'b',KCa'b'-ap2,5
549572017,KCab,KCab-m,5
549571627,KCab,KCab-p,1
549576117,KCab,KCab-m,5
549567614,KCa'b',KCa'b'-ap2,4
549899821,KCa'b',KCa'b'-ap1,3
549904227,KCa'b',KCa'b'-ap1,4
