source,target,weight,target_cell_class,target_cell_type,target_hemibrain_type,target_side,source_cell_class,source_cell_type,source_hemibrain_type,source_side
720575940603464672,720575940604860332,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940604935340,2.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940605083838,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940606341250,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940606399068,15.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940606549961,10.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940606941397,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940607792139,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940607971908,15.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940608524483,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940608527150,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940608772821,25.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940609133102,21.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940609184210,5.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940610406776,16.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940610906521,27.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940611111829,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940611532949,19.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940611696042,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940611748594,23.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612435198,10.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612450730,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612490723,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612664482,14.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612668018,7.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940612740466,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940613593503,10.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940613774334,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940613776543,10.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940613929670,9.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614036019,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614495093,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614524127,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614714518,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614744991,8.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614803286,8.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614822742,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940614887830,26.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615134918,14.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615147788,18.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615386324,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615447764,2.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615465433,12.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615897245,6.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940615927197,26.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940616547904,18.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940616746123,3.0,Kenyon_Cell,KCapbp-m,KCa'b'-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617079257,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617249108,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617395412,7.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617452689,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617473748,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617876048,13.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940617989076,2.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940618422592,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940618627207,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940618997297,27.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619026241,7.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619375701,33.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619412596,14.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619434887,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619556437,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619658433,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619668212,26.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619794512,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619960926,14.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619977566,27.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940619994759,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620039589,4.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620041125,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620042375,14.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620211622,9.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620310625,19.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620410606,5.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620411841,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620451916,3.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620577652,15.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620608238,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620649084,8.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620827713,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620880333,9.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940620973848,6.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621250486,10.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621413670,5.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621471732,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621829813,23.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621832542,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621837601,12.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621892829,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621948810,9.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940621999044,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622050186,20.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622061803,12.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622112636,30.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622216009,6.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622428087,8.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622549759,15.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622694182,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622855560,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622886925,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622890509,18.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622894349,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622928397,3.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940622972686,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623008440,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623166471,8.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623315347,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623358645,29.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623400445,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623403773,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623413898,3.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623426633,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623503111,2.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623521806,2.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623542972,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623543303,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940623981385,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624125114,15.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624271716,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624293048,21.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624532979,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624729528,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624834968,20.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940624994941,22.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625317139,11.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625318163,9.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625343640,1.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625376841,5.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625750671,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625765306,3.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940625969640,14.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626086244,16.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626194716,1.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626212625,4.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626305679,9.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626430339,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626535434,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626582842,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626663440,16.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626794027,5.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940626843773,2.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627003547,2.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627021128,20.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627045636,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627150090,16.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627155589,28.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627158098,3.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627194426,4.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627205386,26.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627307855,2.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627426837,22.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627450385,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627493653,22.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627558662,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627630154,9.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940627750647,4.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628071409,19.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628217643,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628651792,4.0,Kenyon_Cell,KCapbp-m,KCa'b'-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628787962,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628868943,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628885591,7.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940628983963,21.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629020794,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629079707,32.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629300043,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629477674,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629671235,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629804857,26.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940629971191,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630114108,15.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630269404,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630300613,2.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630360377,3.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630411535,11.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630477305,7.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630525967,13.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630780755,1.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940630878253,19.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631406547,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631434722,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631573039,9.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631589689,7.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631603768,21.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940631801401,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632123439,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632210145,1.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632585043,1.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632735021,18.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632963245,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940632964269,8.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940633188459,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940633493660,26.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940633569784,9.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940633813785,7.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940633911959,29.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634001007,13.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634072756,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634294367,12.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634849460,18.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634890175,4.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940634975851,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940635386616,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940635452408,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940635465908,16.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940635499888,6.0,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940635541623,4.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940636143679,21.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940636665262,5.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940636920542,17.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637184078,6.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637277117,2.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637526750,11.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637746520,22.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637954532,17.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940637964521,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940638445894,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940639588723,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940639686488,9.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940639881600,22.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940640487669,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940640688592,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940641362907,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940641536397,13.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940642328736,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940643504288,25.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940644472100,13.0,Kenyon_Cell,KCapbp-ap1,KCa'b'-ap1,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940644607854,7.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940644759319,19.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940644837655,8.0,Kenyon_Cell,KCab,KCab-c,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940646308148,20.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940646609028,2.0,Kenyon_Cell,KCapbp-m,KCa'b'-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940652837793,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940652875169,1.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940654606753,6.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940654752417,14.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940656078241,20.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940603464672,720575940659316609,22.0,Kenyon_Cell,,KCg-m,right,ALPN,,VL2a_adPN,right
720575940604352172,720575940605338290,14.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940606968450,1.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940608447241,12.0,Kenyon_Cell,KCab,KCab-s,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940609873358,8.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940609940373,12.0,Kenyon_Cell,KCab,KCab-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940610945558,5.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940611343218,4.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940611771029,10.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940612450730,11.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
720575940604352172,720575940616109398,20.0,Kenyon_Cell,,KCg-m,right,ALPN,,DA4m_adPN,right
